datum,location_id,pretocnost
2023-03-02,2,94
2023-03-03,0,5
2023-03-03,1,2
2023-03-03,2,101
2023-03-04,0,52
2023-03-04,1,0
2023-03-04,2,387
2023-03-05,0,57
2023-03-05,1,0
2023-03-05,2,396
2023-03-06,0,0
2023-03-06,1,1
2023-03-06,2,18
2023-03-07,0,3
2023-03-07,1,7431
2023-03-07,2,71
2023-03-08,0,5
2023-03-08,1,1083
2023-03-08,2,36
2023-03-09,0,2
2023-03-09,1,69
2023-03-09,2,107
2023-03-10,0,4
2023-03-10,1,5
2023-03-10,2,103
2023-03-11,0,83
2023-03-11,1,0
2023-03-11,2,333
2023-03-12,0,143
2023-03-12,1,2
2023-03-12,2,551
2023-03-13,0,0
2023-03-13,1,24
2023-03-13,2,70
2023-03-14,0,2
2023-03-14,1,120
2023-03-14,2,26
2023-03-15,0,2
2023-03-15,1,0
2023-03-15,2,43
2023-03-16,0,14
2023-03-16,1,0
2023-03-16,2,136
2023-03-17,0,7
2023-03-17,1,2
2023-03-17,2,162
2023-03-18,0,157
2023-03-18,1,0
2023-03-18,2,197
2023-03-19,0,124
2023-03-19,1,9
2023-03-19,2,204
2023-03-20,0,0
2023-03-20,1,0
2023-03-20,2,35
2023-03-21,0,7
2023-03-21,1,0
2023-03-21,2,30
2023-03-22,0,68
2023-03-22,1,1
2023-03-22,2,73
2023-03-23,0,10
2023-03-23,1,4
2023-03-23,2,46
2023-03-27,0,2
2023-03-27,1,45
2023-03-27,2,38
2023-03-28,0,18
2023-03-28,1,2
2023-03-28,2,74
2023-03-29,0,55
2023-03-29,1,0
2023-03-29,2,76
2023-03-30,0,8
2023-03-30,1,1
2023-03-30,2,78
2023-03-31,0,1
2023-03-31,1,0
2023-03-31,2,70
2023-04-01,0,62
2023-04-01,1,3
2023-04-01,2,40
2023-04-02,0,55
2023-04-02,1,9
2023-04-02,2,45
2023-04-03,0,5
2023-04-03,1,4
2023-04-03,2,12
2023-04-04,0,5
2023-04-04,1,3
2023-04-04,2,6
2023-04-05,0,5
2023-04-05,1,0
2023-04-05,2,19
2023-04-06,0,12
2023-04-06,1,3
2023-04-06,2,15
2023-04-07,0,13
2023-04-07,1,11
2023-04-07,2,7
2023-04-08,0,9
2023-04-08,1,0
2023-04-08,2,28
2023-04-09,0,17
2023-04-09,1,482
2023-04-09,2,68
2023-04-10,0,160
2023-04-10,1,74
2023-04-10,2,81
2023-04-11,0,0
2023-04-11,1,6
2023-04-11,2,1
2023-04-12,0,17
2023-04-12,1,3
2023-04-12,2,2
2023-04-13,0,0
2023-04-13,1,34
2023-04-13,2,0
2023-04-14,0,1
2023-04-14,1,5
2023-04-14,2,1519
2023-04-15,0,10
2023-04-15,1,0
2023-04-15,2,156
2023-04-16,0,10
2023-04-16,1,0
2023-04-16,2,316
2023-04-17,0,4
2023-04-17,1,150
2023-04-17,2,95
2023-04-18,0,3
2023-04-18,1,0
2023-04-18,2,139
2023-04-19,0,36
2023-04-19,1,0
2023-04-19,2,90
2023-04-20,0,3
2023-04-20,1,0
2023-04-20,2,103
2023-04-21,0,15
2023-04-21,1,0
2023-04-21,2,86
2023-04-22,0,41
2023-04-22,1,2
2023-04-22,2,244
2023-04-23,0,108
2023-04-23,1,24
2023-04-23,2,248
2023-04-24,0,0
2023-04-24,1,292
2023-04-24,2,50
2023-04-25,0,1
2023-04-25,1,2
2023-04-25,2,77
2023-04-26,0,16
2023-04-26,1,5
2023-04-26,2,117
2023-04-27,0,118
2023-04-27,1,89
2023-04-27,2,179
2023-04-28,0,31
2023-04-28,1,60
2023-04-28,2,241
2023-04-29,0,103
2023-04-29,1,93
2023-04-29,2,561
2023-04-30,0,47
2023-04-30,1,214
2023-04-30,2,522
2023-05-01,0,153
2023-05-01,1,150
2023-05-01,2,363
2023-05-02,0,4
2023-05-02,1,0
2023-05-02,2,75
2023-05-03,0,0
2023-05-03,1,30
2023-05-03,2,262
2023-05-04,0,17
2023-05-04,1,27
2023-05-04,2,209
2023-05-05,0,17
2023-05-05,1,88
2023-05-05,2,157
2023-05-06,0,47
2023-05-06,1,82
2023-05-06,2,195
2023-05-07,0,57
2023-05-07,1,45
2023-05-07,2,111
2023-05-08,0,1
2023-05-08,1,3
2023-05-08,2,101
2023-05-09,0,7
2023-05-09,1,10
2023-05-09,2,73
2023-05-10,0,4
2023-05-10,1,10
2023-05-10,2,46
2023-05-11,0,2
2023-05-11,1,0
2023-05-11,2,36
2023-05-12,0,38
2023-05-12,1,3
2023-05-12,2,41
2023-05-13,0,23
2023-05-13,1,41
2023-05-13,2,76
2023-05-14,0,4
2023-05-14,1,8
2023-05-14,2,133
2023-05-15,0,9
2023-05-15,1,26
2023-05-15,2,27
2023-05-16,0,0
2023-05-16,1,0
2023-05-16,2,38
2023-05-17,0,5
2023-05-17,1,0
2023-05-17,2,94
2023-05-18,0,0
2023-05-18,1,18
2023-05-18,2,201
2023-05-19,0,8
2023-05-19,1,79
2023-05-19,2,262
2023-05-20,0,6
2023-05-20,1,114
2023-05-20,2,238
2023-05-21,0,72
2023-05-21,1,461
2023-05-21,2,266
2023-05-22,0,2
2023-05-22,1,31
2023-05-22,2,26
2023-05-23,0,21
2023-05-23,1,100
2023-05-23,2,48
2023-05-24,0,1
2023-05-24,1,3
2023-05-24,2,69
2023-05-25,0,1
2023-05-25,1,105
2023-05-25,2,128
2023-05-26,0,7
2023-05-26,1,98
2023-05-26,2,130
2023-05-27,0,106
2023-05-27,1,526
2023-05-27,2,95
2023-05-28,0,57
2023-05-28,1,609
2023-05-28,2,202
2023-05-29,0,3
2023-05-29,1,43
2023-05-29,2,94
2023-05-30,0,2
2023-05-30,1,399
2023-05-30,2,61
2023-05-31,0,2
2023-05-31,1,129
2023-05-31,2,56
2023-06-01,0,71
2023-06-01,1,45
2023-06-01,2,42
2023-06-02,0,14
2023-06-02,1,73
2023-06-02,2,173
2023-06-03,0,53
2023-06-03,1,407
2023-06-03,2,200
2023-06-04,0,151
2023-06-04,1,230
2023-06-04,2,201
2023-06-05,0,0
2023-06-05,1,4
2023-06-05,2,35
2023-06-06,0,4
2023-06-06,1,20
2023-06-06,2,42
2023-06-07,0,12
2023-06-07,1,45
2023-06-07,2,73
2023-06-07,3,64
2023-06-08,0,5
2023-06-08,1,172
2023-06-08,2,46
2023-06-08,3,2
2023-06-09,0,13
2023-06-09,1,168
2023-06-09,2,112
2023-06-10,0,144
2023-06-10,1,202
2023-06-10,2,138
2023-06-11,0,537
2023-06-11,1,63
2023-06-11,2,136
2023-06-12,0,99
2023-06-12,1,226
2023-06-12,2,65
2023-06-12,3,0
2023-06-13,0,41
2023-06-13,1,162
2023-06-13,2,41
2023-06-13,3,14
2023-06-14,0,29
2023-06-14,1,215
2023-06-14,2,24
2023-06-14,3,11
2023-06-15,0,133
2023-06-15,1,251
2023-06-15,2,29
2023-06-15,3,2
2023-06-16,0,302
2023-06-16,1,35
2023-06-16,2,65
2023-06-16,3,7
2023-06-17,0,150
2023-06-17,1,254
2023-06-17,2,36
2023-06-17,3,81
2023-06-18,0,628
2023-06-18,1,621
2023-06-18,2,64
2023-06-18,3,161
2023-06-19,0,1228
2023-06-19,1,75
2023-06-19,2,5
2023-06-19,3,11
2023-06-20,0,1622
2023-06-20,1,184
2023-06-20,2,17
2023-06-20,3,37
2023-06-21,0,542
2023-06-21,1,176
2023-06-21,2,10
2023-06-21,3,33
2023-06-22,0,1815
2023-06-22,1,370
2023-06-22,2,33
2023-06-22,3,57
2023-06-22,5,173
2023-06-23,0,3559
2023-06-23,1,102
2023-06-23,2,40
2023-06-23,3,9
2023-06-23,5,328
2023-06-24,0,345
2023-06-24,1,436
2023-06-24,2,44
2023-06-24,3,82
2023-06-24,5,1033
2023-06-25,0,209
2023-06-25,1,1113
2023-06-25,2,47
2023-06-25,3,222
2023-06-25,5,1251
2023-06-26,0,67
2023-06-26,1,217
2023-06-26,2,29
2023-06-26,3,36
2023-06-26,5,777
2023-06-27,0,853
2023-06-27,1,186
2023-06-27,2,40
2023-06-27,3,1
2023-06-27,5,296
2023-06-28,0,570
2023-06-28,1,275
2023-06-28,2,64
2023-06-28,3,7
2023-06-28,5,412
2023-06-29,0,60
2023-06-29,1,379
2023-06-29,2,37
2023-06-29,3,52
2023-06-29,5,917
2023-06-30,0,384
2023-06-30,1,355
2023-06-30,2,32
2023-06-30,3,89
2023-06-30,5,834
2023-07-01,0,644
2023-07-01,1,75
2023-07-01,2,100
2023-07-01,3,1
2023-07-01,5,219
2023-07-02,0,295
2023-07-02,1,773
2023-07-02,2,30
2023-07-02,3,110
2023-07-02,5,1347
2023-07-03,0,42
2023-07-03,1,12
2023-07-03,2,30
2023-07-03,3,0
2023-07-03,5,148
2023-07-04,0,19
2023-07-04,1,198
2023-07-04,2,14
2023-07-04,3,5
2023-07-04,5,909
2023-07-05,0,28
2023-07-05,1,259
2023-07-05,2,52
2023-07-05,3,26
2023-07-05,5,975
2023-07-06,0,25
2023-07-06,1,40
2023-07-06,2,21
2023-07-06,3,31
2023-07-06,5,653
2023-07-07,0,35
2023-07-07,1,218
2023-07-07,2,0
2023-07-07,3,14
2023-07-07,5,1458
2023-07-08,0,78
2023-07-08,1,1057
2023-07-08,2,0
2023-07-08,3,142
2023-07-08,5,1758
2023-07-09,0,185
2023-07-09,1,1269
2023-07-09,2,0
2023-07-09,3,75
2023-07-09,5,1675
2023-07-10,0,17
2023-07-10,1,320
2023-07-10,2,0
2023-07-10,3,11
2023-07-10,5,1049
2023-07-11,0,14
2023-07-11,1,301
2023-07-11,2,0
2023-07-11,3,21
2023-07-11,5,1183
2023-07-12,0,1904
2023-07-12,1,239
2023-07-12,2,0
2023-07-12,3,7
2023-07-12,5,1288
2023-07-13,0,169
2023-07-13,1,60
2023-07-13,2,0
2023-07-13,3,12
2023-07-13,5,255
2023-07-14,0,18
2023-07-14,1,260
2023-07-14,2,0
2023-07-14,3,21
2023-07-14,5,1345
2023-07-15,0,83
2023-07-15,1,1245
2023-07-15,2,0
2023-07-15,3,109
2023-07-15,5,1979
2023-07-16,0,216
2023-07-16,1,1533
2023-07-16,2,0
2023-07-16,3,58
2023-07-16,5,2971
2023-07-17,0,6
2023-07-17,1,276
2023-07-17,2,13
2023-07-17,3,35
2023-07-17,5,963
2023-07-18,0,96
2023-07-18,1,366
2023-07-18,2,14
2023-07-18,3,50
2023-07-18,5,1294
2023-07-19,0,32
2023-07-19,1,186
2023-07-19,2,14
2023-07-19,3,34
2023-07-19,5,948
2023-07-20,0,189
2023-07-20,1,112
2023-07-20,2,42
2023-07-20,3,24
2023-07-20,5,928
2023-07-21,0,186
2023-07-21,1,50
2023-07-21,2,44
2023-07-21,3,1
2023-07-21,5,313
2023-07-22,0,28
2023-07-22,1,214
2023-07-22,2,29
2023-07-22,3,8
2023-07-22,5,625
2023-07-23,0,192
2023-07-23,1,1127
2023-07-23,2,29
2023-07-23,3,154
2023-07-23,5,2276
2023-07-24,0,46
2023-07-24,1,432
2023-07-24,2,27
2023-07-24,3,29
2023-07-24,5,1609
2023-07-25,0,28
2023-07-25,1,5
2023-07-25,2,14
2023-07-25,3,0
2023-07-25,5,355
2023-07-26,0,13
2023-07-26,1,34
2023-07-26,2,61
2023-07-26,3,1
2023-07-26,5,969
2023-07-27,0,63
2023-07-27,1,268
2023-07-27,2,47
2023-07-27,3,71
2023-07-27,5,1731
2023-07-28,0,231
2023-07-28,1,277
2023-07-28,2,42
2023-07-28,3,90
2023-07-28,5,1717
2023-07-29,0,145
2023-07-29,1,456
2023-07-29,2,51
2023-07-29,3,249
2023-07-29,5,1548
2023-07-30,0,26
2023-07-30,1,99
2023-07-30,2,41
2023-07-30,3,11
2023-07-30,5,657
2023-07-31,0,29
2023-07-31,1,121
2023-07-31,2,38
2023-07-31,3,57
2023-07-31,5,1227
2023-08-01,0,43
2023-08-01,1,138
2023-08-01,2,57
2023-08-01,3,22
2023-08-01,5,593
2023-08-02,0,45
2023-08-02,1,362
2023-08-02,2,30
2023-08-02,3,61
2023-08-02,5,1709
2023-08-03,0,54
2023-08-03,1,116
2023-08-03,2,66
2023-08-03,3,2
2023-08-03,5,619
2023-08-04,0,18
2023-08-04,1,3
2023-08-04,2,48
2023-08-04,3,0
2023-08-04,5,99
2023-08-05,0,25
2023-08-05,1,3
2023-08-05,2,33
2023-08-05,3,5
2023-08-05,5,57
2023-08-06,0,26
2023-08-06,1,9
2023-08-06,2,22
2023-08-06,3,0
2023-08-06,5,429
2023-08-07,0,9
2023-08-07,1,68
2023-08-07,2,35
2023-08-07,3,9
2023-08-07,5,1075
2023-08-08,0,32
2023-08-08,1,214
2023-08-08,2,52
2023-08-08,3,34
2023-08-08,5,1599
2023-08-09,0,7
2023-08-09,1,111
2023-08-09,2,42
2023-08-09,3,5
2023-08-09,5,744
2023-08-10,0,19
2023-08-10,1,117
2023-08-10,2,46
2023-08-10,3,7
2023-08-10,5,984
2023-08-11,0,31
2023-08-11,1,230
2023-08-11,2,41
2023-08-11,3,37
2023-08-11,5,1639
2023-08-12,0,115
2023-08-12,1,630
2023-08-12,2,26
2023-08-12,3,47
2023-08-12,5,1698
2023-08-13,0,136
2023-08-13,1,1009
2023-08-13,2,53
2023-08-13,3,67
2023-08-13,5,1607
2023-08-14,0,67
2023-08-14,1,634
2023-08-14,2,16
2023-08-14,3,54
2023-08-14,5,1891
2023-08-15,0,346
2023-08-15,1,1328
2023-08-15,2,46
2023-08-15,3,111
2023-08-15,5,2011
2023-08-16,0,69
2023-08-16,1,76
2023-08-16,2,16
2023-08-16,3,28
2023-08-16,5,1053
2023-08-17,0,35
2023-08-17,1,103
2023-08-17,2,12
2023-08-17,3,11
2023-08-17,5,1328
2023-08-18,0,44
2023-08-18,1,80
2023-08-18,2,11
2023-08-18,3,13
2023-08-18,5,677
2023-08-19,0,76
2023-08-19,1,533
2023-08-19,2,35
2023-08-19,3,280
2023-08-19,5,1859
2023-08-20,0,167
2023-08-20,1,790
2023-08-20,2,7
2023-08-20,3,118
2023-08-20,5,1897
2023-08-21,0,17
2023-08-21,1,136
2023-08-21,2,30
2023-08-21,3,35
2023-08-21,5,1286
2023-08-22,0,32
2023-08-22,1,194
2023-08-22,2,28
2023-08-22,3,30
2023-08-22,5,1293
2023-08-23,0,26
2023-08-23,1,134
2023-08-23,2,7
2023-08-23,3,51
2023-08-23,5,905
2023-08-24,0,28
2023-08-24,1,211
2023-08-24,2,15
2023-08-24,3,45
2023-08-24,5,1372
2023-08-25,0,41
2023-08-25,1,324
2023-08-25,2,11
2023-08-25,3,19
2023-08-25,5,1197
2023-08-26,0,91
2023-08-26,1,950
2023-08-26,2,13
2023-08-26,3,77
2023-08-26,5,2285
2023-08-27,0,734
2023-08-27,1,1181
2023-08-27,2,26
2023-08-27,3,35
2023-08-27,5,2172
2023-08-28,0,13
2023-08-28,1,24
2023-08-28,2,18
2023-08-28,3,2
2023-08-28,5,767
2023-08-29,0,2
2023-08-29,1,3
2023-08-29,2,38
2023-08-29,3,0
2023-08-29,5,124
2023-08-30,0,0
2023-08-30,1,16
2023-08-30,2,13
2023-08-30,3,3
2023-08-30,5,196
2023-08-31,0,12
2023-08-31,1,109
2023-08-31,2,30
2023-08-31,3,16
2023-08-31,5,1003
2023-09-01,0,385
2023-09-01,1,91
2023-09-01,2,28
2023-09-01,3,12
2023-09-01,5,927
2023-09-02,0,140
2023-09-02,1,657
2023-09-02,2,14
2023-09-02,3,72
2023-09-02,5,1518
2023-09-03,0,256
2023-09-03,1,293
2023-09-03,2,36
2023-09-03,3,49
2023-09-03,5,1369
2023-09-04,0,19
2023-09-04,1,49
2023-09-04,2,2
2023-09-04,3,5
2023-09-04,5,672
2023-09-05,0,29
2023-09-05,1,46
2023-09-05,2,28
2023-09-05,3,37
2023-09-05,5,935
2023-09-06,0,15
2023-09-06,1,116
2023-09-06,2,9
2023-09-06,3,24
2023-09-06,5,766
2023-09-07,0,14
2023-09-07,1,234
2023-09-07,2,19
2023-09-07,3,37
2023-09-07,5,1026
2023-09-08,0,13
2023-09-08,1,78
2023-09-08,2,22
2023-09-08,3,47
2023-09-08,5,913
2023-09-09,0,169
2023-09-09,1,515
2023-09-09,2,30
2023-09-09,3,231
2023-09-09,5,1800
2023-09-10,0,292
2023-09-10,1,554
2023-09-10,2,25
2023-09-10,3,238
2023-09-10,5,1660
2023-09-11,0,19
2023-09-11,1,77
2023-09-11,2,10
2023-09-11,3,80
2023-09-11,5,962
2023-09-12,0,57
2023-09-12,1,101
2023-09-12,2,8
2023-09-12,3,44
2023-09-12,5,917
2023-09-13,0,289
2023-09-13,1,83
2023-09-13,2,30
2023-09-13,3,35
2023-09-13,5,714
2023-09-14,0,3
2023-09-14,1,7
2023-09-14,2,27
2023-09-14,3,5
2023-09-14,5,262
2023-09-15,0,10
2023-09-15,1,64
2023-09-15,2,32
2023-09-15,3,8
2023-09-15,5,419
2023-09-16,0,206
2023-09-16,1,460
2023-09-16,2,46
2023-09-16,3,179
2023-09-16,5,1554
2023-09-17,0,332
2023-09-17,1,671
2023-09-17,2,34
2023-09-17,3,240
2023-09-17,5,1603
2023-09-18,0,50
2023-09-18,1,88
2023-09-18,2,10
2023-09-18,3,10
2023-09-18,5,588
2023-09-19,0,17
2023-09-19,1,16
2023-09-19,2,22
2023-09-19,3,7
2023-09-19,5,389
2023-09-20,0,50
2023-09-20,1,54
2023-09-20,2,24
2023-09-20,3,50
2023-09-20,5,717
2023-09-21,0,19
2023-09-21,1,106
2023-09-21,2,30
2023-09-21,3,3
2023-09-21,5,310
2023-09-22,0,27
2023-09-22,1,39
2023-09-22,2,21
2023-09-22,3,1
2023-09-22,5,387
2023-09-23,0,0
2023-09-23,1,0
2023-09-23,2,68
2023-09-23,3,1
2023-09-23,5,151
2023-09-24,0,12
2023-09-24,1,11
2023-09-24,2,144
2023-09-24,3,23
2023-09-24,5,684
2023-09-25,0,0
2023-09-25,1,12
2023-09-25,2,30
2023-09-25,3,12
2023-09-25,5,505
2023-09-26,0,19
2023-09-26,1,42
2023-09-26,2,33
2023-09-26,3,28
2023-09-26,5,659
2023-09-27,0,17
2023-09-27,1,70
2023-09-27,2,33
2023-09-27,3,32
2023-09-27,5,591
2023-09-28,0,53
2023-09-28,1,56
2023-09-28,2,41
2023-09-28,3,29
2023-09-28,5,598
2023-09-29,0,38
2023-09-29,1,98
2023-09-29,2,30
2023-09-29,3,29
2023-09-29,5,659
2023-09-30,0,113
2023-09-30,1,380
2023-09-30,2,37
2023-09-30,3,43
2023-09-30,5,1089
2023-10-01,0,267
2023-10-01,1,420
2023-10-01,2,93
2023-10-01,3,84
2023-10-01,5,1885
2023-10-02,0,4
2023-10-02,1,22
2023-10-02,2,26
2023-10-02,3,29
2023-10-02,5,499
2023-10-03,0,230
2023-10-03,1,60
2023-10-03,2,24
2023-10-03,3,19
2023-10-03,5,543
2023-10-04,0,47
2023-10-04,1,0
2023-10-04,2,15
2023-10-04,3,0
2023-10-04,5,72
2023-10-05,0,17
2023-10-05,1,34
2023-10-05,2,47
2023-10-05,3,12
2023-10-05,5,335
2023-10-06,0,24
2023-10-06,1,37
2023-10-06,2,12
2023-10-06,3,25
2023-10-06,5,401
2023-10-07,0,172
2023-10-07,1,568
2023-10-07,2,88
2023-10-07,3,101
2023-10-07,5,1942
2023-10-08,0,276
2023-10-08,1,611
2023-10-08,2,99
2023-10-08,3,72
2023-10-08,5,1437
2023-10-09,0,28
2023-10-09,1,35
2023-10-09,2,12
2023-10-09,3,17
2023-10-09,5,297
2023-10-10,0,25
2023-10-10,1,14
2023-10-10,2,22
2023-10-10,3,1
2023-10-10,5,255
2023-10-11,0,25
2023-10-11,1,40
2023-10-11,2,26
2023-10-11,3,16
2023-10-11,5,687
2023-10-12,0,25
2023-10-12,1,35
2023-10-12,2,31
2023-10-12,3,32
2023-10-12,5,600
2023-10-13,0,749
2023-10-13,1,121
2023-10-13,2,28
2023-10-13,3,35
2023-10-13,5,622
2023-10-14,0,1466
2023-10-14,1,492
2023-10-14,2,104
2023-10-14,3,102
2023-10-14,5,1478
2023-10-15,0,9
2023-10-15,1,0
2023-10-15,2,9
2023-10-15,3,0
2023-10-15,5,3
2023-10-16,0,8
2023-10-16,1,4
2023-10-16,2,23
2023-10-16,3,1
2023-10-16,5,165
2023-10-17,0,15
2023-10-17,1,3
2023-10-17,2,45
2023-10-17,3,1
2023-10-17,5,141
2023-10-18,0,10
2023-10-18,1,11
2023-10-18,2,33
2023-10-18,3,0
2023-10-18,5,204
2023-10-19,0,24
2023-10-19,1,0
2023-10-19,2,4
2023-10-19,3,2
2023-10-19,5,97
2023-10-20,0,4083
2023-10-20,1,11
2023-10-20,2,6
2023-10-20,3,0
2023-10-20,5,2856
2023-10-21,0,19
2023-10-21,1,275
2023-10-21,2,94
2023-10-21,3,4
2023-10-21,5,436
2023-10-22,0,105
2023-10-22,1,605
2023-10-22,2,106
2023-10-22,3,37
2023-10-22,5,1020
2023-10-23,0,10
2023-10-23,1,324
2023-10-23,2,46
2023-10-23,3,2
2023-10-23,5,1002
2023-10-24,0,7
2023-10-24,1,575
2023-10-24,2,11
2023-10-24,3,0
2023-10-24,5,558
2023-10-25,0,3
2023-10-25,1,75
2023-10-25,2,14
2023-10-25,3,1
2023-10-25,5,362
2023-10-26,0,8
2023-10-26,1,218
2023-10-26,2,29
2023-10-26,3,0
2023-10-26,5,713
2023-10-27,0,1
2023-10-27,1,665
2023-10-27,2,6
2023-10-27,3,1
2023-10-27,5,128
2023-10-28,0,53
2023-10-28,1,78
2023-10-28,2,288
2023-10-28,3,4
2023-10-28,5,502
2023-10-29,0,138
2023-10-29,1,5561
2023-10-29,2,159
2023-10-29,3,18
2023-10-29,5,713
2023-10-30,0,22
2023-10-30,1,2259
2023-10-30,2,23
2023-10-30,3,1
2023-10-30,5,1865
2023-10-31,0,3
2023-10-31,1,536
2023-10-31,2,21
2023-10-31,3,0
2023-10-31,5,559
2023-11-01,0,84
2023-11-01,1,558
2023-11-01,2,169
2023-11-01,3,39
2023-11-01,5,728
2023-11-02,0,24
2023-11-02,1,2409
2023-11-02,2,36
2023-11-02,3,0
2023-11-02,5,2510
2023-11-03,0,4
2023-11-03,1,540
2023-11-03,2,26
2023-11-03,3,2
2023-11-03,5,100
2023-11-04,0,45
2023-11-04,1,2209
2023-11-04,2,259
2023-11-04,3,14
2023-11-04,5,7
2023-11-05,0,22
2023-11-05,1,223
2023-11-05,2,24
2023-11-05,3,0
2023-11-05,5,610
2023-11-06,0,5
2023-11-06,1,129
2023-11-06,2,18
2023-11-06,3,1
2023-11-06,5,103
2023-11-07,0,2
2023-11-07,1,17
2023-11-07,2,20
2023-11-07,3,3
2023-11-07,5,73
2023-11-08,0,14
2023-11-08,1,20
2023-11-08,2,21
2023-11-08,3,5
2023-11-08,5,104
2023-11-09,0,14
2023-11-09,1,1139
2023-11-09,2,39
2023-11-09,3,3
2023-11-09,5,139
2023-11-10,0,2
2023-11-10,1,6
2023-11-10,2,5
2023-11-10,3,25
2023-11-10,5,49
2023-11-11,0,43
2023-11-11,1,661
2023-11-11,2,315
2023-11-11,3,34
2023-11-11,5,10
2023-11-12,0,111
2023-11-12,1,623
2023-11-12,2,184
2023-11-12,3,16
2023-11-12,5,175
2023-11-13,0,0
2023-11-13,1,226
2023-11-13,2,12
2023-11-13,3,0
2023-11-13,5,17
2023-11-14,0,2
2023-11-14,1,5
2023-11-14,2,28
2023-11-14,3,4
2023-11-14,5,17
2023-11-15,0,18
2023-11-15,1,18
2023-11-15,2,30
2023-11-15,3,8
2023-11-15,5,80
2023-11-16,0,11
2023-11-16,1,446
2023-11-16,2,45
2023-11-16,3,0
2023-11-16,5,389
2023-11-17,0,7
2023-11-17,1,0
2023-11-17,2,110
2023-11-17,3,0
2023-11-17,5,50
2023-11-18,0,131
2023-11-18,1,202
2023-11-18,2,314
2023-11-18,3,49
2023-11-18,5,374
2023-11-19,0,120
2023-11-19,1,312
2023-11-19,2,279
2023-11-19,3,28
2023-11-19,5,378
2023-11-20,0,12
2023-11-20,1,35
2023-11-20,2,28
2023-11-20,3,0
2023-11-20,5,8
2023-11-21,0,0
2023-11-21,1,0
2023-11-21,2,5
2023-11-21,3,0
2023-11-21,5,2
2023-11-22,0,4
2023-11-22,1,15
2023-11-22,2,11
2023-11-22,3,0
2023-11-22,5,2
2023-11-23,0,12
2023-11-23,1,18
2023-11-23,2,51
2023-11-23,3,0
2023-11-23,5,13
2023-11-24,0,11
2023-11-24,1,98
2023-11-24,2,21
2023-11-24,3,0
2023-11-24,5,41
2023-11-25,0,39
2023-11-25,1,77
2023-11-25,2,203
2023-11-25,3,0
2023-11-25,5,75
2023-11-26,0,83
2023-11-26,1,105
2023-11-26,2,210
2023-11-26,3,0
2023-11-26,5,137
2023-11-27,0,4
2023-11-27,1,440
2023-11-27,2,3
2023-11-27,3,0
2023-11-27,5,16
2023-11-28,0,2
2023-11-28,1,672
2023-11-28,2,12
2023-11-28,3,0
2023-11-28,5,40
2023-11-29,0,9
2023-11-29,1,1034
2023-11-29,2,55
2023-11-29,3,0
2023-11-29,5,16
2023-11-30,0,1
2023-11-30,1,4598
2023-11-30,2,0
2023-11-30,3,0
2023-11-30,5,100
2023-12-01,0,1
2023-12-01,1,453
2023-12-01,2,2
2023-12-01,3,0
2023-12-01,5,810
2023-12-02,0,3
2023-12-02,1,250
2023-12-02,2,2
2023-12-02,3,0
2023-12-02,5,291
2023-12-03,0,65
2023-12-03,1,2
2023-12-03,2,0
2023-12-03,3,0
2023-12-03,5,3
2023-12-04,0,7
2023-12-04,1,8
2023-12-04,3,0
2023-12-04,5,250
2023-12-05,0,9
2023-12-05,1,1549
2023-12-05,3,0
2023-12-05,5,0
2023-12-06,0,3
2023-12-06,1,282
2023-12-06,3,0
2023-12-06,5,3
2023-12-07,0,12
2023-12-07,1,124
2023-12-07,3,0
2023-12-07,5,21
2023-12-08,0,3
2023-12-08,1,1
2023-12-08,3,0
2023-12-08,5,10
2023-12-09,0,24
2023-12-09,1,630
2023-12-09,3,0
2023-12-09,5,93
2023-12-10,0,75
2023-12-10,1,2391
2023-12-10,2,82
2023-12-10,3,0
2023-12-10,5,75
2023-12-11,0,2
2023-12-11,1,793
2023-12-11,2,4
2023-12-11,3,0
2023-12-11,5,15
2023-12-12,0,2
2023-12-12,1,184
2023-12-12,2,0
2023-12-12,3,0
2023-12-12,5,23
2023-12-13,0,0
2023-12-13,1,5
2023-12-13,2,0
2023-12-13,3,0
2023-12-13,5,28
2023-12-14,0,4
2023-12-14,1,0
2023-12-14,2,15
2023-12-14,3,0
2023-12-14,5,4
2023-12-15,0,8
2023-12-15,1,1
2023-12-15,2,50
2023-12-15,3,0
2023-12-15,5,1
2023-12-16,0,35
2023-12-16,1,0
2023-12-16,2,188
2023-12-16,3,0
2023-12-16,5,6
2023-12-17,0,71
2023-12-17,1,108
2023-12-17,2,244
2023-12-17,3,0
2023-12-17,5,37
2023-12-18,0,13
2023-12-18,1,0
2023-12-18,2,24
2023-12-18,3,0
2023-12-18,5,13
2023-12-19,0,5
2023-12-19,1,0
2023-12-19,2,27
2023-12-19,3,0
2023-12-19,5,26
2023-12-20,0,11
2023-12-20,1,0
2023-12-20,2,38
2023-12-20,3,0
2023-12-20,5,10
2023-12-21,0,0
2023-12-21,1,3
2023-12-21,2,30
2023-12-21,3,0
2023-12-21,5,26
2023-12-22,0,1
2023-12-22,1,9
2023-12-22,2,33
2023-12-22,3,0
2023-12-22,5,1
2023-12-23,0,55
2023-12-23,1,77
2023-12-23,2,110
2023-12-23,3,0
2023-12-23,5,64
2023-12-24,0,56
2023-12-24,1,0
2023-12-24,2,149
2023-12-24,3,0
2023-12-24,5,33
2023-12-25,0,10
2023-12-25,1,11
2023-12-25,2,64
